iter	Logloss
349	0.6494373199
350	0.6493498244
351	0.6492536941
352	0.6491581883
353	0.6490483106
354	0.648978388
355	0.6488823661
356	0.6487761668
357	0.6486966942
358	0.6486000603
359	0.648526331
360	0.6484372511
361	0.6483345593
362	0.648242582
363	0.6481427298
364	0.648020223
365	0.6478566969
366	0.6477570997
367	0.6476416011
368	0.6475412983
369	0.6474735075
370	0.6473535107
371	0.647250174
372	0.6471585088
373	0.6470393365
374	0.6469437602
375	0.6468504058
376	0.6467240329
377	0.6466060605
378	0.6464994494
379	0.6464084134
380	0.6463045246
381	0.6462019851
382	0.6460480056
383	0.6459181307
384	0.6458385881
385	0.645740464
386	0.6456534664
387	0.6455711164
388	0.6454729439
389	0.6453600396
390	0.6452725499
391	0.6451946659
392	0.645107127
393	0.6449780543
394	0.6448830934
395	0.6447821737
396	0.6447043087
397	0.6445937678
398	0.6444994892
399	0.6443906394
400	0.6442586723
401	0.6441599103
402	0.6440704895
403	0.6439365428
404	0.6437851564
405	0.6436830829
406	0.6435873238
407	0.6435039501
408	0.6434476788
409	0.6432592704
410	0.6431842268
411	0.6430942391
412	0.6429898357
413	0.6428757452
414	0.6427679132
415	0.6427067552
416	0.6425709296
417	0.6424552173
418	0.6423683368
419	0.6422681454
420	0.6421715887
421	0.6421008848
422	0.6420219379
423	0.6419080714
424	0.6418215015
425	0.6417480319
426	0.6416582388
427	0.6415507874
428	0.6414441561
429	0.6412962765
430	0.6412141602
431	0.6411305909
432	0.6409950076
433	0.640947403
434	0.6408355658
435	0.6407362737
436	0.640632321
437	0.6405164398
438	0.6404088048
439	0.6403787215
440	0.6402529662
441	0.6401666003
442	0.6400619259
443	0.6399946742
444	0.6399157123
445	0.6398254309
446	0.6397810363
447	0.6396882301
448	0.6395680039
449	0.6394881974
450	0.6394068629
451	0.6392805179
452	0.6391947957
453	0.6391236117
454	0.6390053019
455	0.6388758879
456	0.6387699126
457	0.6386600169
458	0.6385829065
459	0.6384920554
460	0.6383946818
461	0.6382794852
462	0.6381865806
463	0.6381358289
464	0.6380076959
465	0.6379121628
466	0.6378274324
467	0.6377331801
468	0.6376217093
469	0.6375169896
470	0.6374301447
471	0.6373372863
472	0.6372578037
473	0.6371721047
474	0.6370767187
475	0.6368984735
476	0.6368091745
477	0.6366913091
478	0.6366009773
479	0.6365322787
480	0.636430642
481	0.6363069466
482	0.6362179559
483	0.6361092994
484	0.6360140491
485	0.6359338757
486	0.6358599201
487	0.635761015
488	0.6356206796
489	0.6355118475
490	0.6354079249
491	0.6353317998
492	0.6352589821
493	0.6352025387
494	0.635107929
495	0.6350257368
496	0.6348701465
497	0.6347820362
498	0.6346540864
499	0.6345522565
500	0.6344824534
501	0.6343579427
502	0.6342447695
503	0.6341467544
504	0.6340498881
505	0.6339457655
506	0.6338590114
507	0.6337599212
508	0.6336733484
509	0.6336035235
510	0.6335009591
511	0.6333971658
512	0.6333264929
513	0.6332199428
514	0.6331110307
515	0.6330300589
516	0.6329105032
517	0.6328099258
518	0.6327072779
519	0.6326068563
520	0.6325068949
521	0.6323935691
522	0.6323313143
523	0.6322194981
524	0.6321343556
525	0.6320439424
526	0.6319526149
527	0.6318386444
528	0.6317501078
529	0.6316817991
530	0.6316142935
531	0.6315374676
532	0.6314467515
533	0.6313496645
534	0.631261651
535	0.6311559458
536	0.6310961327
537	0.630984778
538	0.6308891372
539	0.6307778117
540	0.6306545329
541	0.6305872223
542	0.6304890288
543	0.630374301
544	0.630264948
545	0.6301482843
546	0.6300342813
547	0.6299495466
548	0.6298875536
549	0.6298065409
550	0.6297317834
551	0.6296280017
552	0.6295672475
553	0.6295117419
554	0.6294337383
555	0.6293227133
556	0.6292556736
557	0.6291537293
558	0.6290626154
559	0.6289563145
560	0.6288658413
561	0.628774921
562	0.628692643
563	0.6286091442
564	0.6285085493
565	0.6284460919
566	0.6283606725
567	0.6282140165
568	0.6281212357
569	0.6280387727
570	0.6279570328
571	0.6278517283
572	0.6277669538
573	0.627662884
574	0.6275777536
575	0.6274173581
576	0.6273245996
577	0.6272602778
578	0.6271497298
579	0.6270721369
580	0.6269715199
581	0.626785022
582	0.6266617216
583	0.626595574
584	0.6264741488
585	0.6264056538
586	0.62632256
587	0.6262423287
588	0.626143355
589	0.6260223062
590	0.6258688862
591	0.6257873731
592	0.6257109971
593	0.6256215279
594	0.6255324541
595	0.6254271398
596	0.6253417168
597	0.625246853
598	0.6251523304
599	0.62505331
600	0.6249324042
601	0.6248632761
602	0.6248210361
603	0.6247505199
604	0.6246666004
605	0.6245578406
606	0.624474421
607	0.6243804532
608	0.6243109742
609	0.6242434178
610	0.6241559095
611	0.6240523471
612	0.6239569063
613	0.6238542038
614	0.6237734657
615	0.6236910135
616	0.6235856729
617	0.6234693101
618	0.6233787162
619	0.6232829714
620	0.6232113598
621	0.6231161152
622	0.6230145632
623	0.6228867479
624	0.6227986351
625	0.6226977648
626	0.6225888524
627	0.6225014995
628	0.622413154
629	0.6223342172
630	0.6222219632
631	0.6221148529
632	0.6220083245
633	0.6219158495
634	0.6218151374
635	0.6217419303
636	0.6216412955
637	0.6215442814
638	0.6214589528
639	0.6213491552
640	0.6212457718
641	0.6211212342
642	0.6210507596
643	0.6209758771
644	0.6208801078
645	0.6208334146
646	0.6207538055
647	0.6206693681
648	0.6205869988
649	0.62049108
650	0.6204166059
651	0.620361377
652	0.6202883898
653	0.6202255475
654	0.6201369742
655	0.620033992
656	0.6199564273
657	0.6198746438
658	0.6197749333
659	0.6197056815
660	0.6196530642
661	0.6195639845
662	0.61948657
663	0.6193938679
664	0.6192926585
665	0.6192433141
666	0.6191692395
667	0.6190871691
668	0.6190101987
669	0.6189305348
670	0.6188593935
671	0.6187886922
672	0.6186974473
673	0.6186045632
674	0.6185073986
675	0.6184310615
676	0.6183322508
677	0.6182498885
678	0.6181571173
679	0.6181062792
680	0.6180202391
681	0.6179137741
682	0.6178388801
683	0.6177531633
684	0.6176318747
685	0.6175481092
686	0.6174642485
687	0.6173533378
688	0.6172611526
689	0.617152335
690	0.6170785131
691	0.6169885547
692	0.6169339897
693	0.6168812098
694	0.6168005861
695	0.6167145267
696	0.6166351388
697	0.6165615916
698	0.6164582448
699	0.6163679645
700	0.616274806
701	0.6161703995
702	0.6160826263
703	0.615997927
704	0.6159119396
705	0.615813241
706	0.6157368247
707	0.6156157101
708	0.6155302036
709	0.615438892
710	0.6153642103
711	0.615270225
712	0.615194861
713	0.6151152419
714	0.6150134594
715	0.6149507227
716	0.6148545406
717	0.6147522093
718	0.614669352
719	0.6146096759
720	0.6145125799
721	0.6144199237
722	0.6143639937
723	0.6143011217
724	0.6142258724
725	0.6141657573
726	0.6140796737
727	0.6139886006
728	0.6138967257
729	0.6138018275
730	0.6137078242
731	0.6136218714
732	0.6135366951
733	0.6134461978
734	0.6133558908
735	0.6132634688
736	0.6131478735
737	0.6130415798
738	0.6129389564
739	0.6128705821
740	0.6128081208
741	0.6127187798
742	0.6126306811
743	0.6125664004
744	0.6124961523
745	0.6124097148
746	0.6122804912
747	0.6121709633
748	0.6120999437
749	0.6119870781
750	0.6118911038
751	0.611802852
752	0.6117295188
753	0.6116690773
754	0.6115485148
755	0.6114602495
756	0.6113851478
757	0.6113217256
758	0.6112262328
759	0.6111319995
760	0.6110484411
761	0.6109786238
762	0.6109386822
763	0.6108270795
764	0.6107327035
765	0.6106351075
766	0.6105595887
767	0.6104277641
768	0.6103163402
769	0.6102771772
770	0.6102072266
771	0.6101194176
772	0.6100483433
773	0.6099503468
774	0.6098586144
775	0.6097524762
776	0.6096897077
777	0.609619838
778	0.6095082087
779	0.6094478759
780	0.6093687747
781	0.609292542
782	0.6092012082
783	0.6091406652
784	0.6090685457
785	0.6089861419
786	0.6088969526
787	0.6088193652
788	0.6087367035
789	0.6086474034
790	0.6085640199
791	0.6084975363
792	0.6083793133
793	0.6082923766
794	0.6082157294
795	0.6081142499
796	0.6080412064
797	0.607904844
798	0.6078106212
799	0.6077501405
800	0.6076797101
801	0.6076082515
802	0.6075386959
803	0.6074681178
804	0.6073927461
805	0.6073264381
806	0.6072159331
807	0.6071307011
808	0.6070392894
809	0.6069288762
810	0.6068213144
811	0.6067368233
812	0.6066742856
813	0.606582109
814	0.6064920951
815	0.6064140462
816	0.6063388192
817	0.6062507816
818	0.6061585684
819	0.6060361914
820	0.6059659289
821	0.6059025537
822	0.6058193188
823	0.6057393926
824	0.6056679333
825	0.6056049901
826	0.6054993488
827	0.6054247012
828	0.6053179822
829	0.6052328736
830	0.6051488203
831	0.6050080245
832	0.6049289848
833	0.6048351303
834	0.6047686624
835	0.6047022314
836	0.6046047192
837	0.6045570456
838	0.6044792127
839	0.6043774331
840	0.6042989967
841	0.6041670414
842	0.6040856668
843	0.6040147198
844	0.6039199372
845	0.6038482266
846	0.6037587676
847	0.6036806546
848	0.6036024099
849	0.603517227
850	0.6034243558
851	0.6033198404
852	0.6032593589
853	0.6031833695
854	0.6031018294
855	0.6030279841
856	0.6029458528
857	0.6028451474
858	0.6027390471
859	0.6026734488
860	0.6025766741
861	0.6025197498
862	0.6024580731
863	0.60238079
864	0.602292669
865	0.602152168
866	0.6020774125
867	0.60200906
868	0.6019447907
869	0.6018819452
870	0.6018145831
871	0.6017618797
872	0.6016624105
873	0.6015927317
874	0.6014345766
875	0.601357744
876	0.6012836889
877	0.6011748701
878	0.601093208
879	0.6010275304
880	0.6009328605
881	0.6008519164
882	0.6007786077
883	0.6006812616
884	0.6005821426
885	0.6004712869
886	0.6003828329
887	0.6003103799
888	0.6002118013
889	0.6001127839
890	0.6000121681
891	0.5999281245
892	0.5998565153
893	0.5997861612
894	0.5996752187
895	0.5995684947
896	0.5994990032
897	0.599395634
898	0.5992904819
899	0.5991645437
900	0.5990960863
901	0.5990510182
902	0.5989496189
903	0.598858415
904	0.5987742604
905	0.5987246929
906	0.5986591406
907	0.5985654981
908	0.5985055754
909	0.5984278479
910	0.5983531148
911	0.5982720884
912	0.5981824998
913	0.5981283822
914	0.598060797
915	0.5979991126
916	0.5979099694
917	0.5978532161
918	0.597780487
919	0.597684641
920	0.5975851683
921	0.5975034953
922	0.5974129541
923	0.5972772757
924	0.5971908931
925	0.5970875008
926	0.5969926588
927	0.5969208114
928	0.5968535873
929	0.596762354
930	0.596657157
931	0.5965886086
932	0.5964988548
933	0.5963979246
934	0.5963489637
935	0.5962502859
936	0.5961575649
937	0.5960820186
938	0.5960145446
939	0.5959265403
940	0.5958416694
941	0.5957835317
942	0.5956737455
943	0.5956053223
944	0.5955048675
945	0.5954158567
946	0.5953078431
947	0.5952545361
948	0.5951661064
949	0.5950979712
950	0.5949914151
951	0.5949257635
952	0.5948541839
953	0.5947477248
954	0.5946757072
955	0.5946105883
956	0.5945113466
957	0.5944280375
958	0.5943746036
959	0.5943016515
960	0.5942250221
961	0.5941744666
962	0.5940896016
963	0.5939900557
964	0.5939115522
965	0.5938461134
966	0.5937856638
967	0.5937253581
968	0.593658345
969	0.5935458415
970	0.5934542165
971	0.593363459
972	0.5932752026
973	0.5931943438
974	0.5931145407
975	0.5930528373
976	0.5929485476
977	0.5928752248
978	0.5927946522
979	0.5926891741
980	0.5925805627
981	0.5924335924
982	0.5923576728
983	0.592249876
984	0.5922015598
985	0.5921207655
986	0.5920518196
987	0.5919925133
988	0.5918924912
989	0.5918126769
990	0.591735424
991	0.5916827027
992	0.5916103347
993	0.5915199433
994	0.5914579321
995	0.5913670317
996	0.5912910932
997	0.5912127828
998	0.5911292154
999	0.5910579368
